feature1,feature2,target
-10.140908248660338,-2.9203647684134535,1
-2.511015562479346,5.407371292523463,0
-10.803890715606558,-3.9042868549901018,1
0.5311398230212139,2.510128945952069,0
-8.928726532034183,-4.163101482785759,1
0.24509880239246162,5.517546567403667,0
-1.041574372028185,4.222313543189416,0
-10.137064309104023,-4.6818860367879065,1
-1.3492876181647522,2.3122420526203493,0
-9.571792327150286,-3.9042681502215744,1
-9.066456824884982,-3.003539732151875,1
-8.889095745663425,-4.656268950273374,1
-10.188260801314554,-3.7200094211030827,1
-0.5257904636130821,3.3065986015291307,0
-1.7695513961121263,4.415038814279186,0
-10.224472695822685,-5.517856401174401,1
-1.2932278914084612,3.3619004869353697,0
-10.266083807773677,-4.085024173650223,1
-0.19745196890354544,2.3463491593455075,0
-9.833047437803895,-3.1751743682636384,1
-11.345477444906765,-2.4826086906718356,1
-10.148216829303554,-3.037849279300632,1
-1.1306801603633456,2.169403357730691,0
-1.8513954583101344,3.5188609047583252,0
-9.183369374504176,-3.1728786176048303,1
-10.946152160106898,-4.376826844588741,1
-1.4729985149602352,4.816541516051418,0
-2.7544717516895614,4.575872301901829,0
-3.6967611316293145,2.463900687366706,0
-8.251277414425129,-4.728418834436639,1
-2.681445850589829,5.201018108444244,0
-2.0034135815195953,4.450086725677409,0
-10.94977460435936,-4.471494099761959,1
-10.59105625789552,-3.4430409506179487,1
-8.574098074304114,-3.0493493733596777,1
-8.688006597970448,-5.108331182292569,1
-1.1672233500118707,3.7258117278342757,0
-2.217054627734563,5.3456586130396495,0
-10.256695357053633,-3.764055349804547,1
-1.646207229601343,3.7117962735559353,0
-9.455067209086785,-5.911517632962216,1
-9.67644658916927,-4.678563473108571,1
-1.3090139272844121,3.09420645760573,0
-9.865464724733316,-4.516585151480661,1
-11.065589080139656,-4.030027910068936,1
-11.094866863908464,-3.1147138001348273,1
-4.166000558624581,2.2923259469263355,0
-9.893659113944011,-3.4253451252913685,1
-1.5817387780358136,5.024870130841686,0
-1.9696766794665796,1.9716521047360227,0
-1.6158909127701304,4.180175626329556,0
-10.057080406201601,-2.5043591432049688,1
-10.827723489220775,-4.972868396768921,1
-10.090144822194688,-4.191223812820037,1
1.371297206423511,5.231074493876619,0
-9.889681686340756,-3.923930928392439,1
-10.036890759862597,-4.182102718583417,1
-0.4511035773965566,5.522191671627648,0
-1.1929166387196788,5.440176736782663,0
-1.8975018417007021,5.561777754931387,0
-2.8793043029275522,6.855858517904559,0
-1.1710417594110225,4.330918155822106,0
-1.0377564016429472,3.806685337772314,0
-9.313711175471148,-4.306758530230219,1
-0.8205764920740146,5.337591950146718,0
-1.637697069321967,3.93781605256527,0
-9.547494761615257,-3.325911464610094,1
-2.5934745615750208,3.8734695427595622,0
-2.1349327810865018,4.884100050660718,0
-7.60756654131959,-3.707925698174085,1
-9.83714751191059,-4.073498522991954,1
-1.242257900973657,5.191260519858751,0
-10.033702685380293,-2.9163095655892968,1
-10.273558566214245,-2.7243929617125073,1
-8.366020990022305,-3.092457306344775,1
0.39506419656959624,4.45989940564151,0
-8.376800218031354,-4.759533364745429,1
-10.033993792206804,-4.785743895051894,1
-10.95897610268361,-5.411673007756359,1
-0.5361477439265843,4.711756909087172,0
-9.82784324830553,-5.1173565185244065,1
-1.7824501314671677,3.4707204345840927,0
-11.554654061518132,-4.565790675647549,1
-1.0572406256528906,4.826772072490221,0
-2.8896180416154813,4.957027364819377,0
-2.776029923833264,4.48741696981644,0
-2.6149851683222085,4.9924002999457775,0
-1.2560682641577197,5.0000683920802285,0
-3.238716191342985,3.577861889986756,0
-10.119866518764784,-4.634200121380522,1
-1.499522836500689,5.282658789959386,0
-10.91350435272178,-4.360600590383171,1
-0.8186983478074158,4.303602651269624,0
-12.084103069109627,-3.591546906792158,1
-0.25201990570729094,4.535591448553887,0
-11.078423196098608,-3.227874542881669,1
-3.611665193193752,3.004160723390025,0
-9.687895745045614,-2.9020277795144533,1
-11.94275946226514,-4.868772915594911,1
-2.3064765942034278,5.307976760491872,0
-1.9860594040267037,3.0638140794657254,0
-10.46386736047903,-2.568357203714566,1
-2.841878032458153,3.740735350644035,0
-2.536841424866708,3.5387026459702358,0
-1.6614513887865232,3.0098694442477294,0
-2.4820270948527714,5.128201160955854,0
-10.10417262520864,-6.744344954057051,1
-0.6207353040891055,6.59346951581742,0
-1.2360655518844066,4.483829937191721,0
-2.3609043322056964,3.8692668449678234,0
-1.2094043931813405,6.171824969362233,0
-2.2849019074145076,3.812646801588652,0
-1.4612601858217498,4.525498514650621,0
-1.9386576274918097,6.029338954797162,0
-2.346732606068119,3.561284227344442,0
-1.9137397735558879,5.806333811324148,0
-0.46064202604701254,4.591646286327105,0
-9.417382391049872,-4.926616132612445,1
-1.3788948288258804,4.333377165095884,0
-9.062564724062026,-2.140820732245664,1
-10.323773809413238,-3.9842599649673405,1
-2.966093978792538,4.482870349002754,0
-10.45743018469117,-2.2478650296077625,1
-9.01276083193389,-2.882096119517314,1
-10.034530160170128,-3.8409800585709855,1
-1.5255117093938964,5.608544731042867,0
-3.5175417703952716,5.642653899295982,0
-9.25435596013924,-5.462921231587248,1
-9.349068859562434,-3.846005253539615,1
-3.802026635025888,3.5763210048204535,0
-1.6982554152145706,2.7907175141398666,0
-1.7440679333531492,4.109127986069658,0
-2.0343645932511722,3.6565202515674953,0
-11.268173280038582,-3.670353013552203,1
-11.043246751029995,-3.598064040356975,1
-10.453830058801787,-4.9332387990250055,1
-2.2218653369676096,6.361367943852196,0
-10.314613700181448,-3.312362680979698,1
-0.3858039757897429,6.373591618097896,0
-1.4168904648667249,4.608320047717165,0
-10.249386711284526,-3.5706333736388407,1
-2.191793926846697,5.524623265560857,0
-9.816673759295231,-2.8461730964141423,1
-1.5394009534668904,5.023692978550581,0
-1.9819771099620271,4.022435514174746,0
-2.932118661194514,4.720037589306593,0
-12.275010500313467,-4.022973086818333,1
-2.074406807236755,4.8584359061643845,0
-9.925460604497216,-2.943561212415646,1
-10.444411707130222,-3.7489711524420417,1
-10.212366345879124,-2.9321004212643036,1
-1.3830606011263358,3.673218264947849,0
-1.6087521511724905,3.769494222273808,0
-9.587446758256258,-3.0934775755662924,1
-2.7786753045082477,6.362568772546803,0
-9.424749777696345,-3.495401471053463,1
-9.679558303974412,-3.9725801814608417,1
-2.1017891854616924,4.7300172224445935,0
-1.8546172468244206,5.211883293075343,0
-2.4897318012636336,3.5259122689989906,0
-0.19866752548544153,4.998962670267181,0
-2.44147158863532,3.9689808860145805,0
-1.3748117950994616,4.6689573143064305,0
0.00024227116135100424,5.148534029420497,0
-10.150948665420193,-6.385857060010318,1
-9.732070101138817,-4.213814606228585,1
-8.704162882989793,-4.392346211029482,1
-9.391308559349264,-1.6596309350060268,1
-1.1466300855305107,4.108397033740446,0
-9.144430317829368,-4.093060277804277,1
-0.8235551865142507,5.949848979647645,0
-2.767272408233072,4.388771550933019,0
-1.1444862923091539,1.6239554011902388,0
0.8687658008578785,4.1578550911277015,0
-1.198395805971502,3.230507197401846,0
-10.896395696971748,-3.633691605418611,1
-2.071199069137002,5.685017951684883,0
-10.197273221649318,-4.607951715888182,1
-9.660491565344643,-2.9452831142874416,1
-9.549331852871415,-2.828025048698951,1
-4.45264490609506,6.344018682459241,0
-0.5279305184970926,5.92630668526536,0
-9.55261579330853,-3.8552363011412134,1
-10.422205294224028,-4.684879529093538,1
-9.03149164107476,-3.2274316948423833,1
-9.013700266712862,-4.513029969281762,1
-9.626042212441236,-2.1003390622938256,1
-0.46172906422726845,6.111084040215569,0
-9.31990493253329,-5.05992161475509,1
-1.6841768618242978,3.631328249674002,0
0.15097500817693676,3.100762946285424,0
-12.224825135503115,-5.6526821520855,1
-10.298688657608439,-3.1458926303579346,1
-9.603924772403783,-4.18148923806366,1
-1.9274479855745354,4.9368453355813475,0
-9.043216837105414,-3.85760177625307,1
-2.082416867339295,4.492954275367449,0
-8.706523600802225,-4.0697926956348685,1
-1.3739725806942609,5.291631033113889,0
-10.598869304302484,-3.3972750372858194,1
-2.004547116103499,4.175650125707692,0
-10.855209328392874,-4.887530390511154,1
-9.305138156113745,-4.4320209037788665,1
-9.855461131126784,-3.439843067374657,1
-8.830637337653137,-3.993017247453687,1
0.10068932050057366,4.345837377068352,0
-9.709634336647952,-2.455240363786171,1
-10.788512457428268,-2.729626335403095,1
-2.8197300109307957,5.756596687524888,0
-9.199648708354157,-4.055280586626805,1
-0.5126595295490366,4.356787289684486,0
-10.593798838240764,-3.091725446022001,1
-11.292970388934188,-3.8790279936805727,1
-8.836272521978708,-3.9808779336311826,1
-9.217685368314472,-4.582790151416985,1
-2.7768702545837973,4.640905566660254,0
-1.1441461041652785,3.2916188164772247,0
-2.3308060367853387,4.39382526992426,0
-8.845113368642497,-4.177584319486703,1
-10.457655334493788,-3.3089948813328824,1
-0.6194707527944243,3.4880498305431358,0
-8.937384994496295,-5.664516206987697,1
-1.2082758899083488,2.7224298829749243,0
-3.0861153264690513,6.174449817154188,0
-1.5988097101490129,4.617614623850878,0
-9.64384207677026,-4.140303563895954,1
-2.0784978036266426,3.9273049537157556,0
-0.8667530400291719,3.7829591391633697,0
-10.765516249677662,-4.317886597069842,1
-2.3654004133508035,5.599175936597855,0
-10.175344699636652,-5.463804922450773,1
-3.4154855461813716,5.121279466328977,0
-1.8319881134989553,3.5286314509217895,0
-3.31028117177262,3.515934284680113,0
-0.8507155456828375,6.196244552049433,0
-8.989746026052522,-3.561013636238897,1
-0.8576988740771748,4.453057167267307,0
-8.617954312046884,-3.350897646123595,1
-10.975485505186068,-3.7813914151956136,1
-2.656579701478202,4.299695882063936,0
-6.676633747482737,-4.5535738777405195,1
-10.924584442861725,-4.135768953726302,1
-9.246375268492617,-3.8129531109158545,1
-11.070676782364746,-3.458189936162888,1
-10.520068968788797,-4.3226044491921725,1
-1.3768841937000993,3.580392436995841,0
-10.94862175470387,-4.657698878886664,1
0.4062234142703147,2.9353329430105366,0
-11.461766077233694,-4.107839741173733,1
-2.351220657673829,4.0097363419871845,0
-2.1066884707345177,5.63099757364866,0
-9.857602622348349,-5.372497324507691,1
-9.388928844744992,-5.834759414529264,1
-1.2181954623799376,4.3063346355596615,0
-3.198353151693163,3.9585946841270427,0
-1.0361977293704867,3.971533185887934,0
-9.599114115491664,-4.145352243994249,1
-1.207943955393278,5.510664195146375,0
-2.3599584108697744,4.203095419878603,0
-9.797952948460473,-3.020627133675113,1
-0.794152276623841,2.104951171962879,0
-1.5533371819133017,2.880809552613804,0
0.39161353690892486,4.992151869015544,0
-1.410760744560749,4.109848716472299,0
-10.312276365570389,-5.298358567631579,1
-11.550411286829936,-3.3748841271069625,1
-9.625255652141659,-4.101838350422598,1
-0.7885901034162772,3.898032734567761,0
-1.990843075881148,4.793029013976253,0
-0.8645338115236748,4.032051549999941,0
-9.382986227825652,-4.302332738278757,1
-0.32810279336092774,4.119182005367143,0
-0.8486082331449638,5.4509319635504205,0
-9.603284473640988,-3.227825989109646,1
-2.760179083161441,5.551213578682775,0
-1.292328092064655,5.639389061219399,0
-11.178815676424925,-4.413278651797786,1
-1.0967988093294934,4.647226961080894,0
-11.193574013977583,-1.4473682620445318,1
0.08525185826796045,3.6452829679480585,0
-10.867720726843954,-3.5841580778163307,1
-9.685473814640101,-4.146670187837208,1
-1.1563750925131935,5.6997157513754235,0
-10.029529676351892,-3.840860804949009,1
-3.103673711378109,3.90202400589671,0
-0.03190915279961315,4.744501565417638,0
-10.566861157165071,-5.015145308674053,1
-0.5605635732013403,3.5048553783671634,0
-2.426869732280254,5.081060575799166,0
-0.2081306453575842,3.788453021161583,0
-9.472962011356277,-4.430472753832537,1
-9.850947240266212,-3.3815436684982147,1
-8.073897077682176,-4.559329867901802,1
-10.506684781475963,-4.119834502249164,1
-0.6732247181272775,4.620023770178603,0
-8.340587865610175,-2.535674534363844,1
-1.8959968577615063,5.134303368842811,0
-9.33603142718712,-2.9669963671511406,1
-12.074514525576655,-3.0058473800175287,1
-8.611398239406782,-3.4052189626750113,1
-11.036894825688005,-3.2203253156441263,1
-9.212485584018413,-4.618216314330418,1
0.47826816149096274,3.6209558719229262,0
-11.563450654309007,-2.939526080391499,1
-8.97916002888522,-2.72279034740848,1
-0.8821407006996568,4.287718696740073,0
-11.892979451129568,-3.8636194299185536,1
-10.590173788806371,-6.258256485133343,1
-0.9007542458505886,5.291398683308045,0
-2.8588279382837056,5.2698351863871835,0
-9.947395417505966,-3.3030253331108588,1
-9.407673039492272,-4.632732330360439,1
-9.391164103239806,-4.690638175123136,1
-1.6421504976485148,3.284471140096273,0
-1.1643485819705592,4.2317867091006605,0
-10.284097419048274,-4.824236197015166,1
-11.785625394852817,-3.5915012315236363,1
-0.5451769291687276,3.819965930021569,0
-3.0326772261952755,4.721649260885453,0
-11.088050836107916,-2.253160400717679,1
-8.772556654379871,-5.00689462106352,1
0.5260155005846419,3.009993533355024,0
-1.0005101098483093,2.779051528226904,0
-8.964261700388864,-4.099621821974559,1
-1.564134818757262,5.327939937502673,0
-1.9257784119521415,4.43910441553652,0
-1.038477205109511,5.362611572967858,0
-8.461176175632003,-3.953723556121561,1
-12.69607424531915,-5.16668667319191,1
-9.18166881932904,-4.565755520492028,1
-0.9190034548522448,3.452789267035227,0
-0.8062786839928973,3.9934605591321293,0
-9.641995242077085,-3.1037617022683825,1
-8.836426810311295,-2.8833830084130714,1
-1.84048020802667,3.802569241049904,0
-2.205334073931087,4.207652005954265,0
-9.242320474462247,-3.2523664258399605,1
-8.501827737768625,-3.2778947381589925,1
-0.27078050957825117,3.7451456256901428,0
-8.077920217225014,-5.3450424234172385,1
-9.385479980525048,-3.208464010922553,1
-1.4686444212810534,6.506745005322004,0
-2.406718199699357,6.098944469870908,0
-0.6494327286137951,5.326507802090925,0
-1.359389585992692,4.054240022349643,0
-0.49922133595474993,4.775982585218885,0
-2.9915115724657677,2.645801308444378,0
-1.7800244777370269,3.1733691333967347,0
-9.031173253424043,-3.2402994970599357,1
-10.280576055287947,-4.2196754316819245,1
-9.75720695150574,-4.952775048721384,1
-2.8020781039706595,4.057147146430284,0
-1.7955372320491088,3.609220083350032,0
-10.35693659936384,-3.447966644610287,1
-9.561726307356691,-4.640835940423379,1
-2.3302221922375503,4.784053655164081,0
-1.5032960556784363,4.2162688437583,0
