X,Y
7.948113035416484,32.178894852182566
5.026370931051921,13.540765465061858
5.769038846263591,21.526213679521916
4.925176938188639,20.648701081712602
1.952429877980445,3.2226372760509197
7.224521152615053,23.37593667753616
2.807723624408558,-5.78316582711969
0.2431596643145384,-2.3924592137278338
6.454722959071678,20.101328120249235
1.7711067940704894,1.0744044723872213
9.404585843529143,38.37581405024561
9.539285770025874,23.467150420274457
9.148643902204485,27.24570927312854
3.7015870025544437,13.758463894093788
0.15456616528867428,9.6700649411966
9.283185625877254,22.670246121734564
4.281841483173143,20.661343210294227
9.666548190436696,31.050809876408024
9.636199770892528,26.00105605743783
8.530094554673601,29.900801035337157
2.944488920695857,11.828765239954922
3.8509772860192526,10.551847472263784
8.511366715168569,27.8831105704558
3.1692200515627764,9.581092170379527
1.6949274668609249,7.652369126839015
5.568012624583502,22.01469124635574
9.36154774160781,38.01472730555019
6.96029796674973,16.691816406114945
5.700611700893649,29.76700197596228
0.9717649377076854,-4.8451441844894525
6.150072266991698,19.691291325797174
9.900538501042632,34.64320153555078
1.4008401523652403,7.607479795770884
5.183296523637368,14.436391971809135
8.773730719279554,27.280580906052283
7.407686177542044,21.75805385933197
6.97015740995268,19.963648445136982
7.024840839871093,27.3225330047184
3.5949115121975517,14.569811966417891
2.9359184426449336,7.343207351631531
8.093611554785136,30.778834041521662
8.101133946791808,27.839899444758473
8.670723185801037,32.07648015159791
9.132405525564714,32.5453607863122
5.113423988609378,13.195296911217776
5.015162946871996,14.244583639631141
7.9829517896677515,29.685323394619562
6.4996393077776515,24.550769250500277
7.019668772577034,22.95449834791036
7.95792669436101,26.46041699962694
8.900053418175663,35.088484733469116
3.379951568515358,9.181997761366926
3.75582952639944,16.00297548504851
0.93981939840869,3.8084949330565996
5.78280140996174,18.259998213749117
0.35942273796742086,8.572152473838212
4.655980181324601,20.095022288913952
5.426446347075766,22.34688722123049
2.865412521282844,17.12363159962018
5.9083326056901075,19.83001702523412
0.3050024993904943,6.324772354646303
0.37348188749214417,1.5691118795091523
8.226005606596583,28.29884858223196
3.601906414112629,12.155003970499463
1.2706051265188478,6.2967952045201345
5.222432600548044,20.6430829288287
7.699935530986108,21.00870317679096
2.1582102749684315,18.936567203332594
6.228904758190002,15.656627367071497
0.85347464993768,-1.5105191141256205
0.516817211686077,9.341006002558569
5.31354631568148,21.89895241685912
5.406351216101065,21.33965273356397
6.374299014982066,24.264624591267598
7.260913337226615,23.72150614744527
9.758520794625346,26.789290526446877
5.163003483011953,17.86803324000449
3.2295647294124596,8.30288563067682
7.9518619476870365,30.731184510149866
2.708322512620742,9.389680630351533
4.389714207056361,11.041656637206525
0.7845638134226596,2.746762232003012
0.2535074341545751,4.825179573841847
9.626484146779251,28.06082967631788
8.359801205122059,22.96830163753402
6.95974206093698,24.097662240270502
4.089529444142698,15.493421187971709
1.7329432007084578,4.664113725269725
1.5643704267108605,4.337919752040968
2.502428981645953,10.667536631726042
5.4922666470612045,11.236378233696993
7.145959227000623,16.40055880911909
6.601973767177313,18.21370019526976
2.7993389694594284,9.330781149819048
9.54865280663194,32.200496247885845
7.378969166957685,31.513688585620812
5.543540525114007,22.918919691352116
6.117207462343522,19.55192973721343
4.196000624277899,14.492920833320253
2.4773098950115746,4.41928286184568
